ID,round,package,att_1,att_2,att_3,att_4,att_5,utility,inconsistent,treatment_status,trust_ID,coal_region,coal_prox,high_income,aware,support,unsupport
3,5,A,Eliminate2050,NothingSoc,WorkersCoalRegion,Gov&LaborUnions,TechSupportOnly,5,False,1.0,True,0,0,0,0,True,False
3,6,A,Eliminate2070,NothingSoc,IdentityCoalRegions,Gov&LaborUnions,NoInterference,6,False,1.0,True,0,0,0,0,True,False
4,1,A,Eliminate2050,EnergyAccess,WorkersCoalRegion,Gov&LocalGov,FinSupportOnly,7,False,1.0,True,1,0,1,1,True,False
4,2,A,Eliminate2070,LowPrices,WorkersCoalRegion,Gov&Businesses,FinSupportOnly,7,False,1.0,True,1,0,1,1,True,False
4,3,A,Eliminate2050,InsureWorkers,IdentityCoalRegions,Gov&CivilSociety,FinSupportOnly,7,False,1.0,True,1,0,1,1,True,False
4,4,A,Eliminate2070,EnergyAccess,WorkersCoalRegion,Gov&CivilSociety,Fin&TechSupport,7,False,1.0,True,1,0,1,1,True,False
4,5,A,Reduce2030,EnergyAccess,IdentityCoalRegions,Gov&Businesses,TechSupportOnly,7,False,1.0,True,1,0,1,1,True,False
4,6,A,Eliminate2050,NothingSoc,IdentityCoalRegions,GovAlone,Fin&TechSupport,6,False,1.0,True,1,0,1,1,True,False
5,1,A,Eliminate2050,LowPrices,NothingEco,Gov&LocalGov,FinSupportOnly,4,False,1.0,False,0,0,0,0,False,False
5,2,A,Eliminate2070,EnergyAccess,IndustryCoalRegions,GovAlone,TechSupportOnly,4,False,1.0,False,0,0,0,0,False,False
5,3,A,Eliminate2050,LowPrices,IdentityCoalRegions,Gov&LaborUnions,Fin&TechSupport,4,False,1.0,False,0,0,0,0,False,False
5,4,A,Eliminate2050,EnergyAccess,IdentityCoalRegions,Gov&LocalGov,FinSupportOnly,4,False,1.0,False,0,0,0,0,False,False
5,5,A,Eliminate2050,LowPrices,WorkersCoalRegion,Gov&CivilSociety,TechSupportOnly,4,False,1.0,False,0,0,0,0,False,False
5,6,A,Reduce2030,NothingSoc,IndustryCoalRegions,GovAlone,FinSupportOnly,3,False,1.0,False,0,0,0,0,False,True
6,1,A,Reduce2030,EnergyAccess,IdentityCoalRegions,Gov&LocalGov,TechSupportOnly,5,False,0.0,True,1,0,0,0,True,False
6,2,A,Eliminate2050,EnergyAccess,IdentityCoalRegions,Gov&CivilSociety,TechSupportOnly,4,False,0.0,True,1,0,0,0,False,False
6,3,A,Eliminate2070,NothingSoc,IndustryCoalRegions,Gov&LocalGov,Fin&TechSupport,7,False,0.0,True,1,0,0,0,True,False
6,4,A,Eliminate2050,NothingSoc,WorkersCoalRegion,Gov&LaborUnions,TechSupportOnly,4,False,0.0,True,1,0,0,0,False,False
6,5,A,Reduce2030,EnergyAccess,IndustryCoalRegions,Gov&LaborUnions,NoInterference,7,False,0.0,True,1,0,0,0,True,False
6,6,A,Reduce2030,EnergyAccess,IndustryCoalRegions,Gov&Businesses,FinSupportOnly,6,False,0.0,True,1,0,0,0,True,False
7,1,A,Eliminate2050,NothingSoc,IndustryCoalRegions,Gov&CivilSociety,Fin&TechSupport,4,False,0.0,True,0,1,1,1,False,False
7,2,A,Eliminate2050,EnergyAccess,NothingEco,Gov&Businesses,FinSupportOnly,5,False,0.0,True,0,1,1,1,True,False
7,3,A,Reduce2030,LowPrices,IdentityCoalRegions,Gov&Researchers,FinSupportOnly,5,False,0.0,True,0,1,1,1,True,False
7,4,A,Eliminate2070,EnergyAccess,IndustryCoalRegions,GovAlone,TechSupportOnly,5,False,0.0,True,0,1,1,1,True,False
7,5,A,Reduce2030,NothingSoc,NothingEco,Gov&Researchers,FinSupportOnly,5,False,0.0,True,0,1,1,1,True,False
7,6,A,Eliminate2050,NothingSoc,WorkersCoalRegion,GovAlone,TechSupportOnly,5,False,0.0,True,0,1,1,1,True,False
8,1,A,Eliminate2050,EnergyAccess,IndustryCoalRegions,Gov&Businesses,TechSupportOnly,5,False,1.0,True,0,0,1,1,True,False
8,2,A,Reduce2030,EnergyAccess,WorkersCoalRegion,Gov&Businesses,TechSupportOnly,3,False,1.0,True,0,0,1,1,False,True
8,3,A,Eliminate2070,EnergyAccess,IdentityCoalRegions,GovAlone,TechSupportOnly,4,False,1.0,True,0,0,1,1,False,False
8,4,A,Reduce2030,EnergyAccess,IndustryCoalRegions,Gov&CivilSociety,NoInterference,6,False,1.0,True,0,0,1,1,True,False
8,5,A,Eliminate2070,LowPrices,WorkersCoalRegion,Gov&LocalGov,Fin&TechSupport,6,False,1.0,True,0,0,1,1,True,False
8,6,A,Reduce2030,LowPrices,NothingEco,Gov&LaborUnions,FinSupportOnly,3,False,1.0,True,0,0,1,1,False,True
9,1,A,Reduce2030,LowPrices,WorkersCoalRegion,Gov&CivilSociety,FinSupportOnly,7,False,0.0,True,1,0,1,0,True,False
9,2,A,Eliminate2050,NothingSoc,WorkersCoalRegion,Gov&Businesses,TechSupportOnly,7,False,0.0,True,1,0,1,0,True,False
9,3,A,Reduce2030,NothingSoc,IdentityCoalRegions,Gov&Researchers,TechSupportOnly,7,False,0.0,True,1,0,1,0,True,False
9,4,A,Eliminate2050,InsureWorkers,WorkersCoalRegion,Gov&Researchers,NoInterference,7,False,0.0,True,1,0,1,0,True,False
9,5,A,Reduce2030,InsureWorkers,WorkersCoalRegion,Gov&CivilSociety,TechSupportOnly,7,False,0.0,True,1,0,1,0,True,False
9,6,A,Reduce2030,InsureWorkers,NothingEco,Gov&CivilSociety,FinSupportOnly,7,False,0.0,True,1,0,1,0,True,False
10,1,A,Eliminate2070,NothingSoc,WorkersCoalRegion,Gov&Businesses,Fin&TechSupport,5,False,0.0,True,0,0,0,0,True,False
10,2,A,Eliminate2050,InsureWorkers,WorkersCoalRegion,Gov&CivilSociety,NoInterference,3,False,0.0,True,0,0,0,0,False,True
10,3,A,Eliminate2050,NothingSoc,NothingEco,Gov&LocalGov,NoInterference,4,False,0.0,True,0,0,0,0,False,False
10,4,A,Eliminate2050,InsureWorkers,IdentityCoalRegions,Gov&Researchers,TechSupportOnly,5,False,0.0,True,0,0,0,0,True,False
10,5,A,Eliminate2070,NothingSoc,WorkersCoalRegion,Gov&LaborUnions,FinSupportOnly,5,False,0.0,True,0,0,0,0,True,False
10,6,A,Reduce2030,InsureWorkers,IdentityCoalRegions,Gov&LocalGov,Fin&TechSupport,6,False,0.0,True,0,0,0,0,True,False
11,1,A,Eliminate2070,EnergyAccess,IndustryCoalRegions,Gov&LocalGov,TechSupportOnly,6,False,1.0,True,0,0,1,1,True,False
11,2,A,Reduce2030,LowPrices,WorkersCoalRegion,GovAlone,FinSupportOnly,7,False,1.0,True,0,0,1,1,True,False
11,3,A,Eliminate2070,NothingSoc,IndustryCoalRegions,Gov&LocalGov,TechSupportOnly,7,False,1.0,True,0,0,1,1,True,False
11,4,A,Eliminate2070,LowPrices,NothingEco,Gov&Researchers,TechSupportOnly,7,False,1.0,True,0,0,1,1,True,False
11,5,A,Eliminate2050,EnergyAccess,IndustryCoalRegions,Gov&LocalGov,Fin&TechSupport,7,False,1.0,True,0,0,1,1,True,False
11,6,A,Eliminate2070,InsureWorkers,WorkersCoalRegion,Gov&Businesses,TechSupportOnly,7,False,1.0,True,0,0,1,1,True,False
12,1,A,Eliminate2050,LowPrices,IndustryCoalRegions,GovAlone,Fin&TechSupport,4,False,0.0,False,0,0,0,0,False,False
12,2,A,Eliminate2050,LowPrices,IdentityCoalRegions,GovAlone,FinSupportOnly,4,False,0.0,False,0,0,0,0,False,False
12,3,A,Eliminate2070,NothingSoc,WorkersCoalRegion,Gov&Researchers,FinSupportOnly,4,False,0.0,False,0,0,0,0,False,False
12,4,A,Eliminate2050,InsureWorkers,NothingEco,Gov&LaborUnions,Fin&TechSupport,4,False,0.0,False,0,0,0,0,False,False
12,5,A,Reduce2030,InsureWorkers,IndustryCoalRegions,Gov&LocalGov,FinSupportOnly,5,False,0.0,False,0,0,0,0,True,False
12,6,A,Reduce2030,LowPrices,IdentityCoalRegions,Gov&Businesses,Fin&TechSupport,5,False,0.0,False,0,0,0,0,True,False
13,1,A,Eliminate2050,InsureWorkers,NothingEco,GovAlone,FinSupportOnly,5,False,0.0,True,1,0,0,1,True,False
13,2,A,Eliminate2050,InsureWorkers,NothingEco,Gov&CivilSociety,TechSupportOnly,7,False,0.0,True,1,0,0,1,True,False
13,3,A,Reduce2030,InsureWorkers,NothingEco,Gov&CivilSociety,Fin&TechSupport,7,False,0.0,True,1,0,0,1,True,False
13,4,A,Eliminate2050,EnergyAccess,NothingEco,Gov&Researchers,Fin&TechSupport,7,False,0.0,True,1,0,0,1,True,False
13,5,A,Eliminate2070,EnergyAccess,NothingEco,Gov&Researchers,FinSupportOnly,5,False,0.0,True,1,0,0,1,True,False
13,6,A,Eliminate2070,LowPrices,IdentityCoalRegions,Gov&LaborUnions,FinSupportOnly,4,False,0.0,True,1,0,0,1,False,False
14,1,A,Reduce2030,NothingSoc,WorkersCoalRegion,Gov&LaborUnions,FinSupportOnly,5,False,0.0,True,1,0,0,0,True,False
14,2,A,Eliminate2070,EnergyAccess,IdentityCoalRegions,Gov&Researchers,FinSupportOnly,6,False,0.0,True,1,0,0,0,True,False
14,3,A,Eliminate2050,EnergyAccess,IndustryCoalRegions,Gov&Researchers,NoInterference,4,False,0.0,True,1,0,0,0,False,False
14,4,A,Reduce2030,LowPrices,IdentityCoalRegions,Gov&LaborUnions,NoInterference,4,False,0.0,True,1,0,0,0,False,False
14,5,A,Eliminate2050,LowPrices,IndustryCoalRegions,GovAlone,Fin&TechSupport,5,False,0.0,True,1,0,0,0,True,False
14,6,A,Eliminate2070,LowPrices,NothingEco,Gov&LaborUnions,NoInterference,5,False,0.0,True,1,0,0,0,True,False
15,1,A,Eliminate2070,LowPrices,NothingEco,Gov&Businesses,TechSupportOnly,7,False,0.0,True,1,0,1,0,True,False
15,2,A,Reduce2030,NothingSoc,NothingEco,Gov&LocalGov,NoInterference,7,False,0.0,True,1,0,1,0,True,False
15,3,A,Eliminate2070,InsureWorkers,IndustryCoalRegions,Gov&Businesses,FinSupportOnly,7,False,0.0,True,1,0,1,0,True,False
15,4,A,Reduce2030,InsureWorkers,IndustryCoalRegions,Gov&Businesses,FinSupportOnly,7,False,0.0,True,1,0,1,0,True,False
15,5,A,Eliminate2070,LowPrices,IdentityCoalRegions,Gov&Researchers,NoInterference,7,False,0.0,True,1,0,1,0,True,False
15,6,A,Eliminate2070,NothingSoc,NothingEco,Gov&LaborUnions,NoInterference,7,False,0.0,True,1,0,1,0,True,False
16,1,A,Reduce2030,NothingSoc,WorkersCoalRegion,Gov&Researchers,FinSupportOnly,5,False,1.0,True,0,1,1,1,True,False
16,2,A,Reduce2030,EnergyAccess,WorkersCoalRegion,Gov&CivilSociety,FinSupportOnly,5,False,1.0,True,0,1,1,1,True,False
16,3,A,Reduce2030,NothingSoc,IndustryCoalRegions,Gov&Businesses,Fin&TechSupport,4,False,1.0,True,0,1,1,1,False,False
16,4,A,Reduce2030,LowPrices,WorkersCoalRegion,GovAlone,Fin&TechSupport,5,False,1.0,True,0,1,1,1,True,False
16,5,A,Eliminate2050,EnergyAccess,NothingEco,Gov&Researchers,Fin&TechSupport,5,False,1.0,True,0,1,1,1,True,False
16,6,A,Eliminate2050,InsureWorkers,IndustryCoalRegions,Gov&LaborUnions,FinSupportOnly,5,False,1.0,True,0,1,1,1,True,False
17,1,A,Eliminate2070,InsureWorkers,IdentityCoalRegions,Gov&CivilSociety,NoInterference,7,False,1.0,True,1,0,0,1,True,False
17,2,A,Reduce2030,InsureWorkers,IdentityCoalRegions,GovAlone,NoInterference,7,False,1.0,True,1,0,0,1,True,False
17,3,A,Eliminate2070,NothingSoc,IndustryCoalRegions,Gov&LocalGov,TechSupportOnly,5,False,1.0,True,1,0,0,1,True,False
17,4,A,Reduce2030,LowPrices,IndustryCoalRegions,Gov&LaborUnions,TechSupportOnly,7,False,1.0,True,1,0,0,1,True,False
17,5,A,Eliminate2050,LowPrices,IndustryCoalRegions,GovAlone,TechSupportOnly,7,False,1.0,True,1,0,0,1,True,False
17,6,A,Eliminate2070,InsureWorkers,NothingEco,Gov&LocalGov,FinSupportOnly,6,False,1.0,True,1,0,0,1,True,False
18,1,A,Eliminate2050,InsureWorkers,IdentityCoalRegions,Gov&LaborUnions,NoInterference,5,False,0.0,True,1,0,1,0,True,False
18,2,A,Eliminate2070,InsureWorkers,IdentityCoalRegions,Gov&LocalGov,NoInterference,6,False,0.0,True,1,0,1,0,True,False
18,3,A,Eliminate2050,LowPrices,NothingEco,GovAlone,NoInterference,4,False,0.0,True,1,0,1,0,False,False
18,4,A,Reduce2030,EnergyAccess,IndustryCoalRegions,Gov&LaborUnions,FinSupportOnly,4,False,0.0,True,1,0,1,0,False,False
18,5,A,Reduce2030,InsureWorkers,NothingEco,Gov&LocalGov,Fin&TechSupport,4,False,0.0,True,1,0,1,0,False,False
18,6,A,Eliminate2070,NothingSoc,IdentityCoalRegions,Gov&LocalGov,FinSupportOnly,4,False,0.0,True,1,0,1,0,False,False
19,1,A,Eliminate2070,InsureWorkers,WorkersCoalRegion,Gov&Researchers,Fin&TechSupport,6,False,1.0,True,0,0,1,0,True,False
19,2,A,Eliminate2050,LowPrices,WorkersCoalRegion,Gov&Researchers,FinSupportOnly,6,False,1.0,True,0,0,1,0,True,False
19,3,A,Eliminate2050,InsureWorkers,IdentityCoalRegions,Gov&Businesses,TechSupportOnly,6,False,1.0,True,0,0,1,0,True,False
19,4,A,Eliminate2050,LowPrices,IdentityCoalRegions,Gov&Businesses,NoInterference,5,False,1.0,True,0,0,1,0,True,False
19,5,A,Eliminate2070,InsureWorkers,NothingEco,GovAlone,NoInterference,3,False,1.0,True,0,0,1,0,False,True
19,6,A,Eliminate2050,NothingSoc,NothingEco,Gov&Researchers,NoInterference,3,False,1.0,True,0,0,1,0,False,True
20,1,A,Eliminate2050,InsureWorkers,IdentityCoalRegions,Gov&LaborUnions,FinSupportOnly,7,False,0.0,True,1,0,0,0,True,False
20,2,A,Reduce2030,InsureWorkers,IdentityCoalRegions,GovAlone,Fin&TechSupport,7,False,0.0,True,1,0,0,0,True,False
20,3,A,Eliminate2050,NothingSoc,WorkersCoalRegion,Gov&LocalGov,Fin&TechSupport,7,False,0.0,True,1,0,0,0,True,False
20,4,A,Eliminate2070,NothingSoc,WorkersCoalRegion,GovAlone,FinSupportOnly,7,False,0.0,True,1,0,0,0,True,False
20,5,A,Reduce2030,NothingSoc,NothingEco,Gov&CivilSociety,FinSupportOnly,6,False,0.0,True,1,0,0,0,True,False
20,6,A,Eliminate2050,InsureWorkers,IndustryCoalRegions,Gov&CivilSociety,Fin&TechSupport,6,False,0.0,True,1,0,0,0,True,False
21,1,A,Reduce2030,InsureWorkers,WorkersCoalRegion,GovAlone,NoInterference,6,False,1.0,False,1,0,1,1,True,False
21,2,A,Eliminate2070,NothingSoc,IdentityCoalRegions,GovAlone,TechSupportOnly,4,False,1.0,False,1,0,1,1,False,False
21,3,A,Eliminate2070,LowPrices,IndustryCoalRegions,Gov&Researchers,Fin&TechSupport,3,False,1.0,False,1,0,1,1,False,True
21,4,A,Eliminate2070,LowPrices,IndustryCoalRegions,GovAlone,FinSupportOnly,4,False,1.0,False,1,0,1,1,False,False
21,5,A,Reduce2030,LowPrices,IndustryCoalRegions,Gov&LaborUnions,FinSupportOnly,4,False,1.0,False,1,0,1,1,False,False
21,6,A,Eliminate2070,InsureWorkers,WorkersCoalRegion,Gov&Researchers,Fin&TechSupport,4,False,1.0,False,1,0,1,1,False,False
22,1,A,Reduce2030,EnergyAccess,WorkersCoalRegion,Gov&Researchers,TechSupportOnly,6,False,0.0,True,1,0,1,0,True,False
22,2,A,Eliminate2050,LowPrices,IndustryCoalRegions,Gov&LocalGov,FinSupportOnly,4,False,0.0,True,1,0,1,0,False,False
22,3,A,Eliminate2070,NothingSoc,WorkersCoalRegion,Gov&CivilSociety,NoInterference,6,False,0.0,True,1,0,1,0,True,False
22,4,A,Reduce2030,EnergyAccess,IdentityCoalRegions,GovAlone,NoInterference,4,False,0.0,True,1,0,1,0,False,False
22,5,A,Reduce2030,LowPrices,WorkersCoalRegion,Gov&LaborUnions,TechSupportOnly,4,False,0.0,True,1,0,1,0,False,False
22,6,A,Eliminate2050,InsureWorkers,IndustryCoalRegions,Gov&CivilSociety,FinSupportOnly,6,False,0.0,True,1,0,1,0,True,False
23,1,A,Reduce2030,LowPrices,IdentityCoalRegions,Gov&CivilSociety,TechSupportOnly,7,False,0.0,True,1,0,0,1,True,False
23,2,A,Eliminate2050,InsureWorkers,IndustryCoalRegions,Gov&LocalGov,NoInterference,7,False,0.0,True,1,0,0,1,True,False
23,3,A,Eliminate2070,EnergyAccess,NothingEco,GovAlone,FinSupportOnly,7,False,0.0,True,1,0,0,1,True,False
23,4,A,Eliminate2070,NothingSoc,NothingEco,Gov&LocalGov,FinSupportOnly,5,False,0.0,True,1,0,0,1,True,False
23,5,A,Eliminate2050,LowPrices,IndustryCoalRegions,Gov&Businesses,NoInterference,7,False,0.0,True,1,0,0,1,True,False
23,6,A,Reduce2030,EnergyAccess,WorkersCoalRegion,Gov&Researchers,TechSupportOnly,7,False,0.0,True,1,0,0,1,True,False
24,1,A,Eliminate2070,InsureWorkers,IdentityCoalRegions,Gov&Businesses,TechSupportOnly,7,False,1.0,True,1,0,1,0,True,False
24,2,A,Eliminate2070,NothingSoc,IndustryCoalRegions,Gov&Researchers,FinSupportOnly,7,False,1.0,True,1,0,1,0,True,False
24,3,A,Reduce2030,EnergyAccess,IdentityCoalRegions,Gov&LocalGov,NoInterference,7,False,1.0,True,1,0,1,0,True,False
24,4,A,Eliminate2070,InsureWorkers,NothingEco,Gov&Researchers,FinSupportOnly,7,False,1.0,True,1,0,1,0,True,False
24,5,A,Eliminate2070,LowPrices,IndustryCoalRegions,Gov&Businesses,TechSupportOnly,7,False,1.0,True,1,0,1,0,True,False
24,6,A,Eliminate2070,LowPrices,NothingEco,Gov&CivilSociety,Fin&TechSupport,7,False,1.0,True,1,0,1,0,True,False
25,1,A,Eliminate2050,InsureWorkers,IndustryCoalRegions,Gov&Businesses,TechSupportOnly,7,False,1.0,True,0,1,0,0,True,False
25,2,A,Reduce2030,InsureWorkers,WorkersCoalRegion,GovAlone,NoInterference,6,False,1.0,True,0,1,0,0,True,False
25,3,A,Reduce2030,LowPrices,WorkersCoalRegion,Gov&Businesses,NoInterference,4,False,1.0,True,0,1,0,0,False,False
25,4,A,Reduce2030,EnergyAccess,IndustryCoalRegions,Gov&LocalGov,FinSupportOnly,6,False,1.0,True,0,1,0,0,True,False
25,5,A,Eliminate2050,LowPrices,NothingEco,Gov&LocalGov,Fin&TechSupport,5,False,1.0,True,0,1,0,0,True,False
25,6,A,Reduce2030,NothingSoc,IdentityCoalRegions,Gov&Businesses,Fin&TechSupport,6,False,1.0,True,0,1,0,0,True,False
26,1,A,Eliminate2050,NothingSoc,NothingEco,GovAlone,NoInterference,7,False,0.0,True,0,0,1,0,True,False
26,2,A,Reduce2030,LowPrices,WorkersCoalRegion,Gov&Researchers,Fin&TechSupport,3,False,0.0,True,0,0,1,0,False,True
26,3,A,Eliminate2050,EnergyAccess,IdentityCoalRegions,Gov&CivilSociety,NoInterference,5,False,0.0,True,0,0,1,0,True,False
26,4,A,Eliminate2070,LowPrices,IndustryCoalRegions,Gov&Researchers,FinSupportOnly,7,False,0.0,True,0,0,1,0,True,False
26,5,A,Reduce2030,EnergyAccess,NothingEco,Gov&Researchers,NoInterference,5,False,0.0,True,0,0,1,0,True,False
26,6,A,Eliminate2050,LowPrices,IdentityCoalRegions,Gov&Researchers,FinSupportOnly,7,False,0.0,True,0,0,1,0,True,False
27,1,A,Eliminate2050,InsureWorkers,IdentityCoalRegions,Gov&LocalGov,NoInterference,6,False,1.0,True,1,0,0,1,True,False
27,2,A,Reduce2030,LowPrices,IndustryCoalRegions,GovAlone,TechSupportOnly,7,False,1.0,True,1,0,0,1,True,False
27,3,A,Eliminate2070,InsureWorkers,WorkersCoalRegion,Gov&LaborUnions,Fin&TechSupport,6,False,1.0,True,1,0,0,1,True,False
27,4,A,Eliminate2070,InsureWorkers,NothingEco,Gov&LocalGov,Fin&TechSupport,5,False,1.0,True,1,0,0,1,True,False
27,5,A,Reduce2030,EnergyAccess,NothingEco,Gov&LaborUnions,FinSupportOnly,6,False,1.0,True,1,0,0,1,True,False
27,6,A,Reduce2030,LowPrices,WorkersCoalRegion,Gov&LocalGov,FinSupportOnly,7,False,1.0,True,1,0,0,1,True,False
28,1,A,Reduce2030,InsureWorkers,IdentityCoalRegions,Gov&LocalGov,TechSupportOnly,7,False,1.0,True,1,0,1,0,True,False
28,2,A,Eliminate2050,LowPrices,WorkersCoalRegion,Gov&LocalGov,FinSupportOnly,6,False,1.0,True,1,0,1,0,True,False
28,3,A,Eliminate2070,NothingSoc,WorkersCoalRegion,GovAlone,TechSupportOnly,3,False,1.0,True,1,0,1,0,False,True
28,4,A,Reduce2030,InsureWorkers,IdentityCoalRegions,Gov&LocalGov,NoInterference,7,False,1.0,True,1,0,1,0,True,False
28,5,A,Eliminate2050,InsureWorkers,IdentityCoalRegions,Gov&LocalGov,TechSupportOnly,7,False,1.0,True,1,0,1,0,True,False
28,6,A,Reduce2030,InsureWorkers,WorkersCoalRegion,Gov&CivilSociety,Fin&TechSupport,7,False,1.0,True,1,0,1,0,True,False
29,1,A,Eliminate2070,LowPrices,NothingEco,Gov&Businesses,FinSupportOnly,4,False,0.0,False,1,0,0,0,False,False
29,2,A,Eliminate2050,NothingSoc,NothingEco,Gov&Businesses,Fin&TechSupport,4,False,0.0,False,1,0,0,0,False,False
29,3,A,Eliminate2070,NothingSoc,NothingEco,Gov&LaborUnions,Fin&TechSupport,4,False,0.0,False,1,0,0,0,False,False
29,4,A,Eliminate2070,EnergyAccess,IndustryCoalRegions,Gov&CivilSociety,TechSupportOnly,4,False,0.0,False,1,0,0,0,False,False
29,5,A,Eliminate2070,InsureWorkers,IndustryCoalRegions,Gov&LaborUnions,FinSupportOnly,4,False,0.0,False,1,0,0,0,False,False
29,6,A,Eliminate2050,EnergyAccess,IndustryCoalRegions,GovAlone,Fin&TechSupport,4,False,0.0,False,1,0,0,0,False,False
30,1,A,Eliminate2070,InsureWorkers,NothingEco,GovAlone,NoInterference,3,False,0.0,False,0,1,1,0,False,True
30,2,A,Reduce2030,NothingSoc,WorkersCoalRegion,Gov&CivilSociety,TechSupportOnly,6,False,0.0,False,0,1,1,0,True,False
30,3,A,Eliminate2050,InsureWorkers,WorkersCoalRegion,Gov&CivilSociety,NoInterference,6,False,0.0,False,0,1,1,0,True,False
30,4,A,Eliminate2070,InsureWorkers,WorkersCoalRegion,Gov&Businesses,FinSupportOnly,5,False,0.0,False,0,1,1,0,True,False
30,5,A,Eliminate2070,EnergyAccess,WorkersCoalRegion,Gov&Businesses,TechSupportOnly,5,False,0.0,False,0,1,1,0,True,False
30,6,A,Reduce2030,InsureWorkers,IndustryCoalRegions,Gov&LaborUnions,Fin&TechSupport,5,False,0.0,False,0,1,1,0,True,False
31,1,A,Eliminate2050,LowPrices,NothingEco,GovAlone,TechSupportOnly,4,False,0.0,True,0,0,1,0,False,False
31,2,A,Eliminate2050,InsureWorkers,NothingEco,Gov&LocalGov,FinSupportOnly,4,False,0.0,True,0,0,1,0,False,False
31,3,A,Reduce2030,EnergyAccess,IdentityCoalRegions,Gov&Researchers,FinSupportOnly,4,False,0.0,True,0,0,1,0,False,False
31,4,A,Reduce2030,InsureWorkers,NothingEco,Gov&LocalGov,NoInterference,4,False,0.0,True,0,0,1,0,False,False
31,5,A,Eliminate2050,NothingSoc,WorkersCoalRegion,Gov&LocalGov,TechSupportOnly,4,False,0.0,True,0,0,1,0,False,False
31,6,A,Eliminate2070,EnergyAccess,IdentityCoalRegions,Gov&Businesses,Fin&TechSupport,4,False,0.0,True,0,0,1,0,False,False
32,1,A,Reduce2030,NothingSoc,WorkersCoalRegion,Gov&Researchers,Fin&TechSupport,7,False,0.0,True,1,0,1,0,True,False
32,2,A,Reduce2030,EnergyAccess,WorkersCoalRegion,Gov&Businesses,Fin&TechSupport,7,False,0.0,True,1,0,1,0,True,False
32,3,A,Eliminate2070,NothingSoc,IndustryCoalRegions,GovAlone,TechSupportOnly,1,False,0.0,True,1,0,1,0,False,True
32,4,A,Reduce2030,LowPrices,WorkersCoalRegion,GovAlone,FinSupportOnly,7,False,0.0,True,1,0,1,0,True,False
32,5,A,Eliminate2050,LowPrices,WorkersCoalRegion,Gov&CivilSociety,TechSupportOnly,1,False,0.0,True,1,0,1,0,False,True
32,6,A,Eliminate2070,LowPrices,NothingEco,Gov&LocalGov,TechSupportOnly,7,False,0.0,True,1,0,1,0,True,False
33,1,A,Eliminate2070,EnergyAccess,IndustryCoalRegions,Gov&Businesses,Fin&TechSupport,5,False,1.0,True,0,0,0,1,True,False
33,2,A,Eliminate2050,NothingSoc,WorkersCoalRegion,GovAlone,Fin&TechSupport,4,False,1.0,True,0,0,0,1,False,False
33,3,A,Reduce2030,InsureWorkers,IndustryCoalRegions,Gov&LocalGov,FinSupportOnly,7,False,1.0,True,0,0,0,1,True,False
33,4,A,Reduce2030,InsureWorkers,NothingEco,Gov&LocalGov,NoInterference,5,False,1.0,True,0,0,0,1,True,False
